1,1,1,2
1,1,2,0
2,1,2,0
3,1,2,3
1,1,7,0
3,1,3,0
2,1,4,2
2,1,7,2
4,1,3,0
2,1,10,2
2,1,8,2
10,1,3,0
2,1,11,2
2,1,9,2
11,1,3,0
2,1,13,2
15,1,1,0
13,1,3,3
2,1,14,0
0,1,1,1
13,1,7,2
3,1,14,0
1,2,15,0
13,1,8,0
0,1,4,3
0,1,7,1
7,1,0,0
4,1,0,0
4,1,14,0
2,2,15,0
14,1,8,0
0,1,10,3
0,1,8,3
8,1,0,0
5,1,0,0
10,1,0,0
5,1,14,2
3,2,15,1
15,1,8,0
4,3,0,0
0,1,11,3
0,1,9,3
6,1,0,0
9,1,0,0
11,1,0,0
5,1,15,2
7,2,15,0
10,3,0,0
0,1,13,3
13,1,0,0
4,3,15,3
8,2,15,0
7,3,15,0
11,3,0,0
0,1,14,3
14,1,0,0
9,2,15,1
8,3,15,0
13,3,0,2
0,1,15,2
15,1,0,3
9,3,15,0
13,7,0,1
0,2,15,1
0,7,0,2
0,4,0,2
13,8,0,0
0,8,0,2
0,10,0,0
14,8,0,0
0,9,0,2
15,8,0,0
