0,0,0,0
1,1,0,0
2,2,0,0
3,3,0,0
3,3,1,0
3,3,4,0
3,0,5,0
3,0,6,0
3,0,7,0
3,0,8,0
4,1,5,0
4,1,6,0
4,1,7,0
4,1,8,0
5,2,5,0
5,2,6,0
5,2,7,0
5,2,8,0
6,3,5,0
6,3,6,0
6,3,7,0
6,3,8,0
7,4,5,0
7,4,6,0
7,4,7,0
7,4,8,0
8,5,5,0
8,5,6,0
8,5,7,0
8,5,8,0
9,6,5,0
9,6,6,0
9,6,7,0
9,6,8,0
10,7,5,0
10,7,6,0
10,7,7,0
10,7,8,0
11,8,5,0
11,8,6,0
11,8,7,0
11,8,8,0
12,9,5,0
12,9,6,0
12,9,7,0
12,9,8,0
13,10,5,0
13,10,6,0
13,10,7,0
13,10,8,0
14,11,5,0
14,11,6,0
14,11,7,0
14,11,8,0
15,12,5,0
15,12,6,0
15,12,7,0
15,12,8,0
16,13,5,0
16,13,6,0
16,13,7,0
16,13,8,0
17,14,5,0
17,14,6,0
17,14,7,0
17,14,8,0
18,15,5,0
18,15,6,0
18,15,7,0
18,15,8,0
19,16,5,0
19,16,6,0
19,16,7,0
19,16,8,0
20,17,5,0
20,17,6,0
20,17,7,0
20,17,8,0
21,18,5,0
21,18,6,0
21,18,7,0
21,18,8,0
22,19,5,0
22,19,6,0
22,19,7,0
22,19,8,0
23,20,5,0
23,20,6,0
23,20,7,0
23,20,8,0
24,21,5,0
24,21,6,0
24,21,7,0
24,21,8,0
25,22,5,0
25,22,6,0
25,22,7,0
25,22,8,0
26,23,5,0
26,23,6,0
26,23,7,0
26,23,8,0
27,24,5,0
27,24,6,0
27,24,7,0
27,24,8,0
28,25,5,0
28,25,6,0
28,25,7,0
28,25,8,0
29,26,5,0
29,26,6,0
29,26,7,0
29,26,8,0
30,27,5,0
30,27,6,0
30,27,7,0
30,27,8,0
31,28,5,0
31,28,6,0
31,28,7,0
31,28,8,0
32,29,5,0
32,29,6,0
32,29,7,0
32,29,8,0
33,30,5,0
33,30,6,0
33,30,7,0
33,30,8,0
34,31,5,0
34,31,6,0
34,31,7,0
34,31,8,0
35,32,5,0
35,32,6,0
35,32,7,0
35,32,8,0
36,33,5,0
36,33,6,0
36,33,7,0
36,33,8,0
37,34,5,0
37,34,6,0
37,34,7,0
37,34,8,0
38,35,5,0
38,35,6,0
38,35,7,0
38,35,8,0
39,36,5,0
39,36,6,0
39,36,7,0
39,36,8,0
40,37,5,0
40,37,6,0
40,37,7,0
40,37,8,0
41,38,5,0
41,38,6,0
41,38,7,0
41,38,8,0
42,39,5,0
42,39,6,0
42,39,7,0
42,39,8,0
43,40,5,0
43,40,6,0
43,40,7,0
43,40,8,0
44,41,5,0
44,41,6,0
44,41,7,0
44,41,8,0
45,42,5,0
45,42,6,0
45,42,7,0
45,42,8,0
46,43,5,0
46,43,6,0
46,43,7,0
46,43,8,0
47,44,5,0
47,44,6,0
47,44,7,0
47,44,8,0
48,45,5,0
48,45,6,0
48,45,7,0
48,45,8,0
49,46,5,0
49,46,6,0
49,46,7,0
49,46,8,0
50,47,5,0
50,47,6,0
50,47,7,0
50,47,8,0
51,48,5,0
51,48,6,0
51,48,7,0
51,48,8,0
52,49,5,0
52,49,6,0
52,49,7,0
52,49,8,0
53,50,5,0
53,50,6,0
53,50,7,0
53,50,8,0
54,51,5,0
54,51,6,0
54,51,7,0
54,51,8,0
55,52,5,0
55,52,6,0
55,52,7,0
55,52,8,0
56,53,5,0
56,53,6,0
56,53,7,0
56,53,8,0
57,54,5,0
57,54,6,0
57,54,7,0
57,54,8,0
58,55,5,0
58,55,6,0
58,55,7,0
58,55,8,0
59,56,5,0
59,56,6,0
59,56,7,0
59,56,8,0
60,57,5,0
60,57,6,0
60,57,7,0
60,57,8,0
61,58,5,0
61,58,6,0
61,58,7,0
61,58,8,0
62,59,5,0
62,59,6,0
62,59,7,0
62,59,8,0
63,60,5,0
63,60,6,0
63,60,7,0
63,60,8,0
64,61,5,0
64,61,6,0
64,61,7,0
64,61,8,0
65,62,5,0
65,62,6,0
65,62,7,0
65,62,8,0
66,63,5,0
66,63,6,0
66,63,7,0
66,63,8,0
67,64,5,0
67,64,6,0
67,64,7,0
67,64,8,0
68,65,5,0
68,65,6,0
68,65,7,0
68,65,8,0
69,66,5,0
69,66,6,0
69,66,7,0
69,66,8,0
70,67,5,0
70,67,6,0
70,67,7,0
70,67,8,0
71,68,5,0
71,68,6,0
71,68,7,0
71,68,8,0
72,69,5,0
72,69,6,0
72,69,7,0
72,69,8,0
73,70,5,0
73,70,6,0
73,70,7,0
73,70,8,0
74,71,5,0
74,71,6,0
74,71,7,0
74,71,8,0
75,72,5,0
75,72,6,0
75,72,7,0
75,72,8,0
76,73,5,0
76,73,6,0
76,73,7,0
76,73,8,0
77,74,5,0
77,74,6,0
77,74,7,0
77,74,8,0
78,75,5,0
78,75,6,0
78,75,7,0
78,75,8,0
79,76,5,0
79,76,6,0
79,76,7,0
79,76,8,0
80,77,5,0
80,77,6,0
80,77,7,0
80,77,8,0
81,78,5,0
81,78,6,0
81,78,7,0
81,78,8,0
82,79,5,0
82,79,6,0
82,79,7,0
82,79,8,0
83,80,5,0
83,80,6,0
83,80,7,0
83,80,8,0
84,81,5,0
84,81,6,0
84,81,7,0
84,81,8,0
85,82,5,0
85,82,6,0
85,82,7,0
85,82,8,0
86,83,5,0
86,83,6,0
86,83,7,0
86,83,8,0
87,84,5,0
87,84,6,0
87,84,7,0
87,84,8,0
88,85,5,0
88,85,6,0
88,85,7,0
88,85,8,0
88,0,0,0
89,86,6,0
89,86,7,0
89,86,8,0
89,1,0,0
90,87,6,0
90,87,7,0
90,87,8,0
90,2,0,0
91,88,6,0
91,88,7,0
91,88,8,0
91,3,0,0
92,89,6,0
92,89,7,0
92,89,8,0
91,3,1,0
91,3,4,0
93,90,6,0
93,90,7,0
93,90,8,0
91,0,5,0
91,0,6,0
91,0,7,0
91,0,8,0
94,91,6,0
94,91,7,0
94,91,8,0
92,1,5,0
92,1,6,0
92,1,7,0
92,1,8,0
95,92,6,0
95,92,7,0
95,92,8,0
93,2,5,0
93,2,6,0
93,2,7,0
93,2,8,0
96,93,6,0
96,93,7,0
96,93,8,0
94,3,5,0
94,3,6,0
94,3,7,0
94,3,8,0
97,94,6,0
97,94,7,0
97,94,8,0
95,4,5,0
95,4,6,0
95,4,7,0
95,4,8,0
98,95,6,0
98,95,7,0
98,95,8,0
96,5,5,0
96,5,6,0
96,5,7,0
96,5,8,0
99,96,6,0
99,96,7,0
99,96,8,0
97,6,5,0
97,6,6,0
97,6,7,0
97,6,8,0
100,97,6,0
100,97,7,0
100,97,8,0
98,7,5,0
98,7,6,0
98,7,7,0
98,7,8,0
101,98,6,0
101,98,7,0
101,98,8,0
99,8,5,0
99,8,6,0
99,8,7,0
99,8,8,0
102,99,6,0
102,99,7,0
102,99,8,0
100,9,5,0
100,9,6,0
100,9,7,0
100,9,8,0
103,100,6,0
103,100,7,0
103,100,8,0
101,10,5,0
101,10,6,0
101,10,7,0
101,10,8,0
104,101,6,0
104,101,7,0
104,101,8,0
102,11,5,0
102,11,6,0
102,11,7,0
102,11,8,0
105,102,6,0
105,102,7,0
105,102,8,0
103,12,5,0
103,12,6,0
103,12,7,0
103,12,8,0
106,103,6,0
106,103,7,0
106,103,8,0
104,13,5,0
104,13,6,0
104,13,7,0
104,13,8,0
107,104,6,0
107,104,7,0
107,104,8,0
105,14,5,0
105,14,6,0
105,14,7,0
105,14,8,0
108,105,6,0
108,105,7,0
108,105,8,0
106,15,5,0
106,15,6,0
106,15,7,0
106,15,8,0
109,106,6,0
109,106,7,0
109,106,8,0
107,16,5,0
107,16,6,0
107,16,7,0
107,16,8,0
110,107,6,0
110,107,7,0
110,107,8,0
108,17,5,0
108,17,6,0
108,17,7,0
108,17,8,0
111,108,6,0
111,108,7,0
111,108,8,0
109,18,5,0
109,18,6,0
109,18,7,0
109,18,8,0
112,109,6,0
112,109,7,0
112,109,8,0
110,19,5,0
110,19,6,0
110,19,7,0
110,19,8,0
113,110,6,0
113,110,7,0
113,110,8,0
111,20,5,0
111,20,6,0
111,20,7,0
111,20,8,0
114,111,6,0
114,111,7,0
114,111,8,0
112,21,5,0
112,21,6,0
112,21,7,0
112,21,8,0
115,112,6,0
115,112,7,0
115,112,8,0
113,22,5,0
113,22,6,0
113,22,7,0
113,22,8,0
116,113,6,0
116,113,7,0
116,113,8,0
114,23,5,0
114,23,6,0
114,23,7,0
114,23,8,0
117,114,6,0
117,114,7,0
117,114,8,0
115,24,5,0
115,24,6,0
115,24,7,0
115,24,8,0
118,115,6,0
118,115,7,0
118,115,8,0
116,25,5,0
116,25,6,0
116,25,7,0
116,25,8,0
119,116,6,0
119,116,7,0
119,116,8,0
117,26,5,0
117,26,6,0
117,26,7,0
117,26,8,0
120,117,6,0
120,117,7,0
120,117,8,0
118,27,5,0
118,27,6,0
118,27,7,0
118,27,8,0
121,118,6,0
121,118,7,0
121,118,8,0
119,28,5,0
119,28,6,0
119,28,7,0
119,28,8,0
122,119,6,0
122,119,7,0
122,119,8,0
120,29,5,0
120,29,6,0
120,29,7,0
120,29,8,0
123,120,6,0
123,120,7,0
123,120,8,0
121,30,5,0
121,30,6,0
121,30,7,0
121,30,8,0
124,121,6,0
124,121,7,0
124,121,8,0
122,31,5,0
122,31,6,0
122,31,7,0
122,31,8,0
125,122,6,0
125,122,7,0
125,122,8,0
123,32,5,0
123,32,6,0
123,32,7,0
123,32,8,0
126,123,6,0
126,123,7,0
126,123,8,0
124,33,5,0
124,33,6,0
124,33,7,0
124,33,8,0
127,124,6,0
127,124,7,0
127,124,8,0
125,34,5,0
125,34,6,0
125,34,7,0
125,34,8,0
128,125,6,0
128,125,7,0
128,125,8,0
126,35,5,0
126,35,6,0
126,35,7,0
126,35,8,0
129,126,6,0
129,126,7,0
129,126,8,0
127,36,5,0
127,36,6,0
127,36,7,0
127,36,8,0
130,127,6,0
130,127,7,0
130,127,8,0
128,37,5,0
128,37,6,0
128,37,7,0
128,37,8,0
131,128,6,0
131,128,7,0
131,128,8,0
129,38,5,0
129,38,6,0
129,38,7,0
129,38,8,0
132,129,6,0
132,129,7,0
132,129,8,0
130,39,5,0
130,39,6,0
130,39,7,0
130,39,8,0
133,130,6,0
133,130,7,0
133,130,8,0
131,40,5,0
131,40,6,0
131,40,7,0
131,40,8,0
134,131,6,0
134,131,7,0
134,131,8,0
132,41,5,0
132,41,6,0
132,41,7,0
132,41,8,0
135,132,6,0
135,132,7,0
135,132,8,0
133,42,5,0
133,42,6,0
133,42,7,0
133,42,8,0
136,133,6,0
136,133,7,0
136,133,8,0
134,43,5,0
134,43,6,0
134,43,7,0
134,43,8,0
137,134,6,0
137,134,7,0
137,134,8,0
135,44,5,0
135,44,6,0
135,44,7,0
135,44,8,0
138,135,6,0
138,135,7,0
138,135,8,0
